order_id,date_id,product_id,customer_id,region_id,qty,amount
407-4465664-8901140,5,1065,1823,1,1.0,625.0
407-3320953-8385141,5,983,3097,1,1.0,399.0
407-2302183-9479539,5,172,3098,5,1.0,597.0
402-8788757-4321941,5,962,3099,24,1.0,790.0
404-4067908-5761924,5,649,250,21,1.0,1299.0
402-8709226-4544359,5,310,3100,15,1.0,499.0
407-7159654-6959503,5,1250,302,13,1.0,599.0
407-5686938-4217939,5,225,3101,18,1.0,459.0
406-0750764-2290749,5,1582,1290,10,1.0,459.0
406-8030875-9384350,5,1044,3102,2,1.0,1260.0
406-8236094-0319538,5,1907,3103,1,1.0,574.0
171-3047611-4327518,5,333,3104,8,1.0,788.0
406-0506355-6670710,5,1946,1488,1,1.0,939.0
405-3761640-8088302,5,462,469,16,0.0,
402-4654888-9773948,5,1079,3105,2,1.0,725.0
406-4214219-6517953,5,992,3106,15,1.0,788.0
404-5274034-3738701,5,2515,679,5,1.0,999.0
171-4651987-9513927,5,2516,963,1,1.0,521.0
171-4651987-9513927,5,2517,963,1,1.0,432.0
171-8594608-2379558,5,2518,788,5,1.0,499.0
171-2716967-8824303,5,581,3107,1,1.0,458.0
405-6637804-9242704,5,2248,3108,4,1.0,597.0
405-2204203-4491549,5,1042,3108,4,1.0,597.0
405-0062716-4592326,5,2232,3108,4,1.0,597.0
408-9977585-7668369,5,2519,3109,16,1.0,969.0
404-9594950-5186758,5,52,3110,1,1.0,654.0
402-8956595-2278765,5,612,533,2,1.0,1338.0
405-1181597-5932306,5,410,296,5,1.0,788.0
407-5023205-1387515,5,569,2385,20,1.0,413.0
407-1649354-4300332,5,1064,1361,5,1.0,1033.0
403-3332013-4649148,5,2216,2514,2,1.0,716.0
404-9903484-9669964,5,2193,3111,2,1.0,432.0
404-3772327-2321128,5,1750,2890,16,1.0,599.0
402-2993858-1767535,5,147,23,12,1.0,725.0
405-8456515-9970720,5,495,768,18,1.0,788.0
402-6645021-7417154,5,2136,719,12,1.0,376.0
403-5818013-8214720,5,1472,1617,7,1.0,792.0
404-4292692-6133938,5,2520,881,8,0.0,380.0
407-5993656-5559540,5,180,1089,5,1.0,654.0
408-8573399-1409148,5,927,733,5,1.0,1115.0
171-5166766-4806757,5,1227,700,4,1.0,487.0
403-1302129-8118720,5,1276,903,2,1.0,399.0
405-2781920-2824301,5,990,1530,1,1.0,801.0
405-7833573-4866735,5,1888,1096,1,1.0,625.0
405-4517564-9273151,5,2521,1096,1,1.0,599.0
403-3596432-4701963,5,161,1475,2,1.0,487.0
171-4791946-1831507,5,172,602,10,1.0,597.0
404-5590339-8319511,5,2522,276,1,1.0,791.0
404-3586394-6323557,5,2523,276,1,1.0,888.0
407-7538267-3485165,5,147,30,5,1.0,725.0
403-8822033-8991508,5,1204,1962,7,1.0,458.0
402-6257651-1337140,5,424,487,8,1.0,582.0
402-6257651-1337140,5,2524,487,8,1.0,599.0
404-1402919-9071540,5,2184,3112,1,0.0,856.19
404-6739065-2762731,5,2008,325,1,1.0,725.0
402-9615566-4521101,5,480,1691,17,1.0,512.0
406-1934600-3634748,5,1493,27,2,1.0,666.0
408-8689103-0636306,5,1952,34,5,1.0,0.0
403-1657189-2984334,5,1227,2218,30,1.0,487.0
404-0346884-0206740,5,237,1429,7,1.0,1065.0
408-9600915-9973116,5,470,1049,23,1.0,0.0
403-4835623-0877963,5,2519,359,24,1.0,969.0
171-3608070-9145162,5,956,968,16,1.0,635.0
408-3192175-4005951,5,410,788,5,1.0,788.0
402-9200370-4011511,5,1195,189,11,1.0,432.0
402-0338853-5295554,5,2211,387,8,1.0,696.0
403-3685818-5350744,5,2525,359,24,1.0,1149.0
402-1537995-0106769,5,992,818,13,1.0,788.0
406-6646321-1137133,5,1594,1475,2,1.0,455.0
407-7233449-8725920,5,2143,3113,1,1.0,399.0
408-2792933-0652341,5,1118,3114,4,1.0,1133.0
408-8238765-0172364,5,410,904,4,1.0,788.0
171-0873854-4445108,5,1645,30,5,1.0,1238.0
406-2744762-0946767,5,2157,150,2,1.0,690.0
406-3900191-4397915,5,558,31,8,1.0,626.0
171-0980701-4657917,5,50,3115,1,1.0,399.0
403-9653672-3420317,5,1298,2252,5,1.0,295.0
406-0427644-5692322,5,2526,152,7,1.0,545.0
407-3728242-0149940,5,2215,371,20,1.0,574.0
404-5729964-7353945,5,1178,3116,8,1.0,459.0
408-1115611-0010716,5,2251,489,25,1.0,1186.0
403-9822740-7213168,5,216,1359,4,1.0,442.0
402-4666378-0205165,5,956,2109,5,1.0,635.0
406-4578792-6803533,5,180,410,2,1.0,654.0
408-6689398-7317118,5,1041,3117,24,1.0,631.0
406-3670493-0896307,5,1777,3118,9,1.0,999.0
403-1099386-4699526,5,266,280,2,0.0,708.57
406-5137834-7657913,5,2301,1513,1,1.0,626.0
406-5137834-7657913,5,24,1513,1,1.0,563.0
404-8022003-0829909,5,1805,2882,1,1.0,549.0
403-0088995-5682771,5,471,2743,4,1.0,459.0
405-0391790-0981169,5,1411,264,2,1.0,406.0
405-0872154-8745153,5,132,990,13,1.0,788.0
404-8417660-1884343,5,216,963,1,1.0,442.0
406-2172118-5406728,5,86,1216,7,1.0,744.0
404-2583886-5010742,5,591,2862,14,0.0,
406-5738387-4933150,5,227,3119,5,1.0,1099.0
405-1008883-1777161,5,2527,1628,4,1.0,487.0
171-5749613-6275514,5,10,3120,16,1.0,363.0
404-9519609-3825908,5,1454,3121,5,1.0,280.0
408-2314188-1505937,5,218,3122,4,1.0,435.0
408-9583697-1925961,5,35,240,1,1.0,376.0
406-6514736-7198741,5,1547,1593,8,0.0,344.76
407-1477202-4061118,5,2528,3123,22,0.0,
408-8178796-3855548,5,2529,3124,17,1.0,487.0
403-3438231-5594730,5,50,3125,1,0.0,380.0
407-2442162-6195558,5,1104,3126,1,1.0,376.0
403-7814489-3749116,5,95,3127,2,1.0,696.0
405-4589341-8417917,5,316,1426,5,1.0,654.0
407-0337938-7417964,5,693,11,5,1.0,654.0
402-0361560-1738711,5,2494,3128,1,1.0,665.0
406-9452393-6438767,5,1408,70,1,1.0,484.0
171-4412876-3229900,5,2201,250,21,1.0,968.0
408-9178435-9396342,5,2530,3129,4,1.0,0.0
405-3473535-8705923,5,1415,1479,22,1.0,654.0
407-3285913-6845102,5,39,2339,5,1.0,368.0
403-8380090-4100347,5,677,3130,2,1.0,759.0
405-3594802-5912324,5,725,179,5,1.0,540.0
406-3928750-7274701,5,174,3131,16,1.0,665.0
402-2363963-4201939,5,462,3132,2,1.0,597.0
404-5968973-9994738,5,2531,240,1,1.0,495.0
171-0022303-3275527,5,956,1368,2,1.0,635.0
407-2758621-4870709,5,457,3133,2,1.0,597.0
171-8605951-3165100,5,118,302,13,1.0,549.0
405-6140921-2286702,5,260,3134,15,1.0,487.0
405-6140921-2286702,5,1794,3134,15,1.0,442.0
404-4382817-0981900,5,274,27,2,0.0,
405-3112703-4780356,5,1895,1229,27,1.0,1463.0
405-7282046-2395500,5,1043,3073,16,0.0,
404-2159850-2993155,5,2532,1152,1,0.0,
404-2159850-2993155,5,2533,1152,1,0.0,
408-3908823-9804323,5,2026,560,20,1.0,568.0
404-4772398-5925137,5,222,3135,20,1.0,791.0
406-2592795-9105902,5,29,3136,12,1.0,399.0
405-0303645-1785947,5,410,1544,4,1.0,788.0
403-6851488-7446767,5,331,331,4,1.0,442.0
403-3441402-5294766,5,24,331,4,0.0,536.19
403-1702442-1509906,5,1495,18,2,1.0,635.0
408-9830176-9243510,5,1080,1038,1,1.0,1186.0
408-6087518-7785119,5,718,746,20,1.0,517.0
406-4443628-9011564,5,2030,3137,11,1.0,1593.0
406-3121972-8817936,5,2534,3137,11,1.0,1593.0
171-7571680-3865161,5,1021,3138,20,1.0,329.0
408-4598956-1386764,5,1794,3139,16,1.0,442.0
406-4139443-6316350,5,227,3119,5,0.0,
405-7248434-8661959,5,2535,2018,1,1.0,432.0
405-7858604-2619551,5,489,1681,16,1.0,888.0
408-1602352-0639568,5,712,2053,1,1.0,0.0
403-5373732-5400327,5,2536,3140,1,1.0,613.0
404-7022260-0087524,5,65,3141,16,1.0,376.0
407-7667285-9221904,5,414,710,18,1.0,499.0
408-8895981-8615562,5,234,2510,5,1.0,486.0
403-9918037-8853137,5,2537,246,2,1.0,574.0
402-3601066-1453118,5,2538,1723,7,1.0,660.0
408-4827344-7606743,5,284,155,7,1.0,744.0
407-8974918-8437110,5,218,2688,16,1.0,435.0
406-1461143-6884354,5,1882,1200,4,1.0,690.0
403-6134469-5755561,5,274,2152,8,1.0,563.0
408-1484263-6383516,5,262,3142,2,1.0,0.0
405-5060350-0786766,5,169,581,2,1.0,1112.0
171-5806044-8213162,5,22,3143,2,1.0,626.0
171-0600610-7473140,5,873,1024,20,1.0,487.0
405-3988855-5017155,5,2162,540,4,1.0,360.0
402-0820760-2259543,5,672,3144,18,1.0,475.0
402-3081846-5290715,5,1436,2890,16,0.0,
402-3081846-5290715,5,2539,2890,16,0.0,
171-0655611-8046721,5,812,183,5,1.0,759.0
405-4422680-9310736,5,1547,1593,8,0.0,344.76
408-8279950-9369963,5,2540,3145,18,1.0,0.0
402-4715238-8520355,5,508,1747,9,0.0,680.95
407-7416434-0945921,5,606,1201,1,1.0,744.0
404-0712886-0651551,5,417,3146,4,1.0,517.0
402-6448895-7861955,5,317,96,10,0.0,
407-5807730-1654758,5,100,1976,7,1.0,472.0
406-6059341-6862709,5,2283,1865,7,1.0,563.0
404-6669189-7357126,5,2541,238,1,1.0,574.0
404-0036567-6599542,5,2542,238,1,1.0,1213.0
404-0036567-6599542,5,1827,238,1,1.0,599.0
404-0036567-6599542,5,1313,238,1,1.0,1254.0
406-2065678-5426706,5,2543,230,7,1.0,588.0
408-1953394-9919519,5,2544,3147,16,1.0,487.0
405-5220650-1421126,5,174,3148,10,1.0,665.0
171-7424116-0576318,5,2494,3149,1,1.0,665.0
405-9685234-1707524,5,421,619,24,1.0,459.0
408-3497137-4297134,5,1114,1685,1,1.0,517.0
171-8054421-0928369,5,1475,1955,15,1.0,635.0
404-0286189-3305943,5,1120,38,5,1.0,684.0
402-7806772-9021945,5,1408,21,7,0.0,
171-1271431-5842732,5,855,245,7,1.0,690.0
404-0550823-8990708,5,1489,963,1,1.0,1204.0
171-0849697-1883522,5,50,1471,5,1.0,399.0
171-0849697-1883522,5,409,1471,5,1.0,968.0
403-1380430-8959525,5,576,577,11,1.0,597.0
403-9111192-1144301,5,182,3150,16,1.0,744.0
402-0021911-4061965,5,24,3151,24,1.0,563.0
403-4341877-2289105,5,820,3152,5,1.0,597.0
408-4201030-2492322,5,1408,114,4,1.0,484.0
408-4201030-2492322,5,1983,114,4,1.0,499.0
408-1682072-9186722,5,2545,114,4,1.0,499.0
407-5751935-8133157,5,1776,2307,10,0.0,600.95
405-7144162-2687562,5,2498,2587,1,1.0,666.0
405-4741707-1083529,5,35,1451,2,1.0,376.0
406-1088314-3175518,5,2546,1865,7,1.0,299.0
406-0479509-5308327,5,2340,1865,7,1.0,406.0
407-8746957-5689956,5,417,548,2,1.0,517.0
407-4588021-2538725,5,125,3153,9,1.0,597.0
407-3490331-1829963,5,457,3153,9,1.0,597.0
402-0832662-2060350,5,1559,1458,2,1.0,299.0
403-8087823-8640333,5,2547,21,7,1.0,751.0
406-4595981-8904369,5,740,2924,2,1.0,788.0
406-4549359-1945968,5,1432,603,18,1.0,487.0
402-5609303-0448329,5,2548,304,24,1.0,659.0
403-9626324-1921920,5,2549,325,1,1.0,635.0
403-4857268-2985103,5,1154,3154,24,1.0,635.0
403-6433774-6826767,5,1418,3155,24,0.0,
406-7557695-7677147,5,1912,480,24,1.0,357.0
406-4606011-6886766,5,364,276,1,1.0,399.0
408-4475252-1768345,5,1597,3156,14,1.0,459.0
408-4475252-1768345,5,84,3156,14,1.0,442.0
404-7657608-9220347,5,64,507,7,1.0,824.0
404-7657608-9220347,5,2550,507,7,1.0,1299.0
171-9463281-9762713,5,883,149,1,1.0,353.0
405-8798071-5204306,5,2373,3157,1,1.0,362.0
405-0501067-8420337,5,2551,1630,11,0.0,380.0
405-2030457-4109915,5,1540,884,4,1.0,666.0
402-1993308-9077166,5,924,3158,8,1.0,721.0
408-7168366-1850769,5,2552,548,2,1.0,376.0
408-8229559-1962714,5,536,1379,23,1.0,352.0
403-0580835-7241910,5,201,174,20,1.0,463.0
171-9190885-3911562,5,2553,245,7,1.0,696.0
405-6038615-6543523,5,4,3159,4,0.0,708.57
407-5845735-7250716,5,2350,625,1,1.0,521.0
403-4131652-1119502,5,495,59,1,1.0,788.0
171-3115207-7893909,5,239,1335,5,1.0,1099.0
404-0201012-6468336,5,76,271,18,1.0,399.0
171-0469159-2962741,5,254,2933,1,1.0,518.0
406-6890705-8062767,5,376,1530,1,1.0,1133.0
408-5725621-2548346,5,965,3160,20,1.0,744.0
402-6755835-9971558,5,333,3041,7,1.0,788.0
407-6351055-0145909,5,2554,916,2,1.0,719.0
171-8051530-4901134,5,2555,3161,1,1.0,487.0
171-8051530-4901134,5,19,3161,1,1.0,458.0
171-8051530-4901134,5,2556,3161,1,1.0,517.0
171-4065253-2851508,5,2557,3161,1,1.0,487.0
406-1714098-4712324,5,768,2704,10,1.0,788.0
402-3294728-3328308,5,462,3162,15,1.0,597.0
403-1325250-6771503,5,2558,3163,22,1.0,399.0
403-1325250-6771503,5,119,3163,22,1.0,635.0
171-9987429-7272306,5,2559,1385,1,1.0,654.0
406-1335981-6902752,5,334,2704,10,1.0,771.0
406-4626621-3546755,5,45,1975,4,1.0,788.0
406-3797798-3733105,5,410,523,5,1.0,788.0
403-3396047-3189169,5,518,351,1,1.0,568.0
404-6466299-1166732,5,50,3164,17,1.0,399.0
403-9956277-1687546,5,2498,3165,1,1.0,666.0
402-1947094-9945142,5,435,36,10,1.0,429.0
402-1947094-9945142,5,587,36,10,1.0,435.0
402-6374101-5662755,5,1307,1779,5,1.0,1099.0
171-9309470-5062765,5,327,24,13,1.0,399.0
403-0708220-6525905,5,370,827,1,1.0,545.0
171-6016017-1142742,5,137,20,2,1.0,690.0
402-2545586-0359521,5,172,2586,20,1.0,597.0
407-1551310-7323528,5,199,1099,10,1.0,399.0
403-2644441-4049109,5,2560,3166,25,1.0,368.0
405-2061285-2632325,5,2082,856,1,1.0,680.0
406-4743931-9209122,5,1032,1290,10,1.0,631.0
405-9857557-1998719,5,537,73,7,1.0,744.0
405-5423581-2385952,5,1212,73,7,1.0,744.0
405-5423581-2385952,5,289,73,7,1.0,744.0
402-0135366-3180343,5,82,3167,5,1.0,499.0
402-0193063-5573912,5,2561,245,7,1.0,259.0
403-3227507-1371516,5,216,3168,20,1.0,442.0
404-1565687-1412303,5,15,129,2,1.0,771.0
402-0026597-4760337,5,1995,24,13,1.0,824.0
403-2210251-0080325,5,63,3169,14,1.0,852.0
404-2393478-0347566,5,1169,581,2,1.0,899.0
404-8235850-6740313,5,1511,1083,1,1.0,434.0
408-7361142-1207510,5,1603,55,12,1.0,0.0
404-8132793-4584320,5,486,3170,12,1.0,1140.0
406-8137070-7636362,5,2562,1083,1,0.0,
406-4289057-6214747,5,789,21,7,1.0,295.0
405-3571314-5360328,5,172,2889,1,0.0,568.57
407-0052042-9089919,5,748,3171,4,1.0,487.0
407-6440006-3033139,5,2563,3039,10,1.0,1221.0
404-5680346-9214732,5,1033,3172,18,1.0,329.0
405-1970846-2889962,5,865,3173,16,1.0,635.0
405-1378173-0328355,5,1427,3173,16,1.0,399.0
171-9162201-0507500,5,1153,3174,15,0.0,
407-1107921-6060329,5,218,3175,16,1.0,435.0
402-7837754-9973162,5,1512,2007,4,0.0,570.48
408-1795617-9335566,5,13,808,2,1.0,399.0
402-7639253-1620315,5,891,746,20,1.0,540.0
402-3697483-6959511,5,370,746,20,1.0,545.0
408-6968805-7408344,5,447,505,4,1.0,599.0
404-7749218-0241135,5,470,61,13,1.0,1112.0
171-3597546-6177125,5,228,134,7,1.0,533.0
171-1703672-4664364,5,2142,134,7,1.0,549.0
171-1695152-5853968,5,2387,134,7,1.0,533.0
403-4254837-9978730,5,2564,229,10,1.0,591.0
407-6731998-2921145,5,1875,3176,2,0.0,818.1
404-5441158-1409121,5,2183,3177,22,1.0,1463.0
403-3617932-6209108,5,18,2806,1,1.0,399.0
408-1979894-5356345,5,6,1980,8,1.0,0.0
408-5426151-4037137,5,2565,2356,1,1.0,299.0
405-6153199-7470751,5,858,3178,4,1.0,486.0
404-2968763-6067505,5,609,3179,15,1.0,696.0
405-8663714-7616341,5,1525,3180,22,1.0,641.0
407-7064440-5027535,5,670,3181,18,1.0,499.0
171-3112587-5560302,5,462,3182,1,1.0,597.0
406-6121562-4223559,5,47,20,2,1.0,1112.0
408-3269242-5031548,5,65,367,1,1.0,376.0
407-9715207-7065948,5,21,1012,25,1.0,517.0
404-9318986-8156310,5,95,1954,1,1.0,696.0
171-8279773-2286734,5,2566,3183,14,1.0,751.0
408-3208270-6019505,5,1248,863,7,1.0,568.0
408-1689943-3989117,5,2567,3009,11,1.0,517.0
403-3908196-0270742,5,169,1366,10,1.0,1112.0
408-0198799-4509949,5,820,404,8,1.0,597.0
405-9238285-2479559,5,1776,1529,10,1.0,631.0
403-5724432-0302701,5,1957,2467,21,0.0,280.95
405-3304498-2395536,5,1665,3184,4,1.0,319.0
408-7520363-1457163,5,47,2806,1,1.0,1112.0
407-9152995-0909143,5,2017,746,20,1.0,721.0
404-2101617-4139514,5,998,946,18,1.0,653.0
403-6748101-3228335,5,2568,2230,1,1.0,737.0
406-5180827-5102763,5,742,1508,4,1.0,1099.0
404-4344921-3522748,5,1031,276,1,1.0,499.0
408-5559220-3678720,5,63,3185,17,1.0,852.0
402-5074121-2694707,5,731,479,17,0.0,652.38
403-9072451-9877129,5,1957,2467,21,0.0,280.95
402-8102752-7203506,5,1227,3186,5,1.0,487.0
404-0543456-1265969,5,2569,3187,1,1.0,1523.0
408-2659338-7149933,5,2570,325,1,1.0,1163.0
404-1761439-8166753,5,244,3188,4,1.0,888.0
408-3256624-8007550,5,364,1218,4,1.0,399.0
408-4460431-0486768,5,218,3189,4,1.0,435.0
403-7528375-6696330,5,1458,447,5,1.0,721.0
405-6575936-5175519,5,2166,3190,2,1.0,599.0
171-0214076-6606720,5,31,2886,4,0.0,708.57
407-1649952-4442752,5,719,809,17,1.0,574.0
405-2618750-2374705,5,550,3191,15,1.0,291.0
404-2144071-2196348,5,2479,3188,4,1.0,368.0
402-3621906-5196327,5,2456,3192,1,1.0,635.0
404-0798710-6536308,5,1971,3074,21,1.0,825.0
405-9057079-6859567,5,1195,354,1,1.0,432.0
405-9057079-6859567,5,1336,354,1,1.0,599.0
403-6111092-9539557,5,76,272,19,0.0,
407-0014423-4945943,5,284,754,7,1.0,744.0
405-3373111-1549107,5,813,3193,35,1.0,545.0
402-5890918-7252357,5,1552,2864,2,1.0,856.0
402-3543603-5581934,5,2034,3194,24,0.0,
404-6887892-2064314,5,125,2127,2,0.0,568.57
408-4230990-7369131,5,132,1406,4,1.0,0.0
402-4671109-2981150,5,2571,46,7,1.0,721.0
403-5284600-2757915,5,2572,3195,13,1.0,329.0
403-7312628-8432332,5,1970,3196,16,1.0,625.0
403-1095708-7685933,5,2573,3197,5,1.0,599.0
408-5644692-4801136,5,438,3198,11,1.0,788.0
171-0743228-9294761,5,1930,3199,2,1.0,549.0
402-5172216-1859563,5,669,3200,24,1.0,685.0
408-5650002-0277909,5,2574,3201,1,1.0,345.0
406-1790140-9217109,5,2575,2360,10,1.0,852.0
406-1790140-9217109,5,2576,2360,10,1.0,1149.0
171-9055937-5076367,5,913,3202,15,1.0,725.0
406-4788925-2006707,5,2577,3203,4,1.0,329.0
406-4929163-8861122,5,202,934,12,1.0,484.0
408-0949893-8481158,5,2211,1276,11,1.0,696.0
405-3279631-3273937,5,430,2864,2,1.0,540.0
171-9710743-1387562,5,825,2586,20,1.0,825.0
402-8974025-9525110,5,22,1703,2,1.0,626.0
404-3046894-5597967,5,2096,3204,2,1.0,791.0
405-7880310-3215500,5,1211,441,9,1.0,474.0
171-2244033-3167566,5,2169,447,5,1.0,406.0
407-7466542-7036359,5,1914,152,7,0.0,440.95
408-6584422-8611500,5,2578,1585,1,1.0,518.0
171-9947650-4502717,5,47,1709,1,1.0,1112.0
406-9288288-2654767,5,2579,3203,4,1.0,319.0
407-8557657-6596356,5,2580,494,18,1.0,1149.0
403-6418825-2281141,5,1278,2467,21,1.0,432.0
404-9213243-9381963,5,2581,2225,18,1.0,518.0
406-7416142-3949911,5,568,1435,18,0.0,
406-7416142-3949911,5,2564,1435,18,0.0,
171-3631275-0181969,5,2231,826,8,1.0,967.0
406-2851982-3618760,5,36,1623,5,0.0,475.24
402-5337686-3717138,5,40,1797,18,1.0,399.0
405-4407887-3374728,5,2582,1192,10,1.0,716.0
408-2123494-2738765,5,820,1665,5,1.0,597.0
404-2790319-9833146,5,819,1421,5,1.0,759.0
402-9102454-0757903,5,327,218,2,1.0,399.0
171-0215804-1842758,5,167,382,11,1.0,487.0
408-3875593-2734748,5,376,1962,7,1.0,1133.0
406-2327121-6984361,5,2583,192,2,1.0,1338.0
408-6999958-1871563,5,150,926,11,1.0,666.0
405-0559082-1653932,5,13,1201,1,1.0,399.0
408-8721293-2921961,5,2478,175,4,1.0,1299.0
403-2359306-1876321,5,2584,1269,10,1.0,1432.0
405-2970441-3955544,5,376,1962,7,0.0,
403-5619009-5081907,5,1404,913,15,1.0,352.0
403-5619009-5081907,5,966,913,15,1.0,319.0
403-3809208-4669950,5,49,913,15,0.0,408.57
406-3872759-0117144,5,483,708,1,1.0,1112.0
171-1749344-6483550,5,46,1426,5,1.0,759.0
405-4683839-7636339,5,376,1962,7,0.0,
404-2997833-2192301,5,333,356,4,1.0,788.0
407-6165922-0360356,5,603,551,1,1.0,721.0
405-7422267-6335567,5,1319,2913,16,0.0,922.86
402-9423620-6392366,5,2318,307,7,1.0,329.0
402-9423620-6392366,5,2585,307,7,1.0,329.0
405-1070498-5571562,5,1588,2996,4,1.0,329.0
405-1070498-5571562,5,2334,2996,4,1.0,885.0
406-1124684-7285104,5,235,2122,2,1.0,597.0
402-2291716-4144359,5,1743,1681,16,0.0,
402-2439676-0913919,5,2586,307,7,1.0,318.0
407-4834704-0245143,5,1032,477,13,1.0,631.0
402-8404709-6258751,5,2587,3205,3,1.0,329.0
171-6113595-2365936,5,1492,174,20,1.0,568.0
171-2931578-0837950,5,2588,174,20,1.0,423.0
405-5356947-0765153,5,658,3206,11,1.0,653.0
402-9520530-8707532,5,1743,1681,16,0.0,
408-2721659-7799549,5,1572,785,2,1.0,517.0
406-4685665-4246746,5,1050,1657,7,1.0,458.0
404-3850270-9000336,5,2156,3207,11,1.0,1099.0
171-8311257-7467526,5,457,3208,2,1.0,597.0
403-7316628-5983531,5,2589,3209,23,1.0,436.0
171-5907026-7070714,5,928,1751,20,1.0,680.0
171-5907026-7070714,5,1976,1751,20,1.0,631.0
408-1869604-5601911,5,2574,3201,1,0.0,328.57
406-4313355-2481940,5,462,922,2,1.0,597.0
408-3519447-0597959,5,2,2304,1,1.0,406.0
406-3843944-0926755,5,2590,551,1,1.0,696.0
403-9018298-0011521,5,718,3210,2,1.0,517.0
404-4203208-1042758,6,14,5,4,1.0,657.0
171-6391152-3815564,6,87,3211,8,1.0,744.0
171-7557579-4470708,6,898,979,20,0.0,
171-0144148-1567538,6,314,979,20,0.0,
171-2585094-9094762,6,93,1033,17,1.0,696.0
407-8639109-7048360,6,1315,3212,13,1.0,968.0
408-6648546-4097901,6,1252,3213,16,1.0,824.0
403-3417855-3113929,6,887,5,4,1.0,487.0
402-8063777-0049928,6,833,3214,1,1.0,540.0
403-4270313-5605945,6,1204,1962,7,0.0,436.19
171-2155816-2950751,6,2591,1274,1,1.0,680.0
402-6415430-6668326,6,505,3215,18,1.0,517.0
405-7909596-6629904,6,2592,639,22,1.0,259.0
404-0343985-9805936,6,18,2262,7,1.0,399.0
404-4325673-1472314,6,65,3216,7,1.0,376.0
404-7172757-2090740,6,568,3217,30,1.0,487.0
404-7172757-2090740,6,1046,3217,30,2.0,916.0
407-3405722-0305957,6,102,365,2,1.0,399.0
405-2273952-6752344,6,2593,2726,16,1.0,316.0
405-4239064-1143565,6,2594,2726,16,1.0,295.0
407-0568426-3498730,6,664,3218,17,1.0,1213.0
405-2864801-5610756,6,999,82,4,1.0,511.0
404-9584062-8070720,6,2595,302,13,1.0,549.0
408-9151748-1577113,6,329,240,1,1.0,0.0
403-8259024-7833950,6,378,3219,18,1.0,788.0
405-7415161-3913930,6,310,795,31,1.0,499.0
407-7006440-8623506,6,505,3220,16,1.0,517.0
404-4165526-3837141,6,1037,152,7,1.0,1432.0
406-3908781-8746718,6,248,1417,1,1.0,597.0
407-0777305-1526737,6,2596,27,2,1.0,521.0
407-8507506-6079531,6,2597,188,2,0.0,
402-7072699-1609158,6,2598,1375,21,1.0,487.0
402-7072699-1609158,6,373,1375,21,1.0,352.0
402-4481826-1161933,6,2599,1375,21,1.0,442.0
405-6125162-7385904,6,126,1685,1,1.0,824.0
408-1664791-5433147,6,604,2221,10,1.0,939.0
403-4315652-7080345,6,2,533,2,1.0,406.0
403-0090208-6637941,6,597,533,2,1.0,458.0
407-0903639-8540349,6,2600,3221,17,1.0,666.0
402-9312922-0083525,6,1411,1821,10,1.0,406.0
407-6916301-0486745,6,483,3222,4,1.0,1112.0
407-0060099-9765977,6,2601,3222,4,1.0,517.0
408-4289556-7145946,6,1986,3223,24,1.0,744.0
406-3536963-9809135,6,2583,192,2,1.0,1338.0
406-1883832-3540305,6,333,803,16,1.0,788.0
404-5672808-3988317,6,873,73,7,1.0,487.0
406-4209811-4425949,6,201,3224,3,1.0,463.0
402-7109766-9131503,6,2600,1417,1,1.0,666.0
403-7927064-2124307,6,2440,3225,16,0.0,362.86
408-3841406-1769923,6,2602,2510,5,1.0,563.0
408-8811130-5932300,6,410,280,2,1.0,788.0
403-8370802-3761906,6,4,966,2,1.0,744.0
406-9002076-4152331,6,629,754,7,1.0,665.0
406-9002076-4152331,6,2603,754,7,1.0,545.0
406-9002076-4152331,6,119,754,7,1.0,635.0
406-9002076-4152331,6,1212,754,7,1.0,744.0
406-9002076-4152331,6,603,754,7,1.0,721.0
406-9002076-4152331,6,2604,754,7,1.0,852.0
406-9002076-4152331,6,1986,754,7,1.0,744.0
406-9002076-4152331,6,2605,754,7,1.0,859.0
406-9002076-4152331,6,289,754,7,1.0,744.0
406-5247242-5056355,6,2606,754,7,1.0,473.0
406-5247242-5056355,6,329,754,7,1.0,517.0
402-5299189-6143545,6,2607,2593,18,1.0,1186.0
402-5348022-1913107,6,143,3226,4,1.0,376.0
405-4542809-0826710,6,21,1055,14,1.0,517.0
405-0114843-6166779,6,2608,3002,30,1.0,1149.0
171-6714930-4099535,6,1222,245,7,1.0,692.0
406-6930838-3422728,6,495,1591,1,1.0,788.0
407-1150090-9125938,6,2133,2307,10,1.0,571.0
406-1937367-3223557,6,595,3227,22,1.0,475.0
403-2171692-6283568,6,40,507,7,1.0,399.0
403-7122777-1392326,6,568,1786,5,1.0,487.0
404-0026822-1592301,6,2609,830,9,1.0,329.0
406-8053337-1531520,6,931,3228,18,1.0,329.0
406-8053337-1531520,6,542,3228,18,1.0,363.0
407-5581656-4099536,6,1585,970,2,1.0,599.0
406-4148318-7259565,6,2610,648,1,1.0,432.0
171-7397004-5958758,6,2611,855,9,1.0,521.0
402-8131370-7874709,6,2612,3229,18,1.0,832.0
402-6893913-0790717,6,1589,3229,18,1.0,969.0
402-6893913-0790717,6,2613,3229,18,1.0,1254.0
402-1443880-5269159,6,2614,3229,18,1.0,626.0
405-2760547-2969932,6,294,676,2,0.0,437.14
406-6314156-9425966,6,2615,535,18,1.0,549.0
